,rank,score,title,type,genres,episodes,producers,trailer,image,description
28,29,8.81,Vinland Saga Season 2,TV,"['Action', 'Adventure', 'Drama']",24,"['Dentsu', 'Kodansha', 'Twin Engine']",https://www.youtube.com/embed/24T6YgLUS9A?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1170/124312.jpg,"A new millennium begins in the southern part of the Jutland peninsula in Denmark. Thorfin was bought by the landowner Ketil as a ""slave"" and engaged in land reclamation work on his farm. Thorfinn meets a young man there, Einar, who was also a slave like him. The encounter of Einar led Thorfinn to face the sins he had committed and began to find meaning in life. On the other hand, Canute, who became the King of England, attempted to extend his territory for the establishment of ""the promised land.""

This is ""The Story of a True Warrior (Saga)."" ""The story of Atonement and Salvation (Saga)"" that lies beyond the prologue.

(Source: Official website, edited)"
29,30,8.81,Attack on Titan: The Final Season,TV,"['Action', 'Drama']",16,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprise']",https://www.youtube.com/embed/SlNpRThS9t8?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1000/110531.jpg,"Gabi Braun and Falco Grice have been training their entire lives to inherit one of the seven Titans under Marley's control and aid their nation in eradicating the Eldians on Paradis. However, just as all seems well for the two cadets, their peace is suddenly shaken by the arrival of Eren Yeager and the remaining members of the Survey Corps.

Having finally reached the Yeager family basement and learned about the dark history surrounding the Titans, the Survey Corps has at long last found the answer they so desperately fought to uncover. With the truth now in their hands, the group set out for the world beyond the walls.

In Shingeki no Kyojin: The Final Season, two utterly different worlds collide as each party pursues its own agenda in the long-awaited conclusion to Paradis' fight for freedom.

[Written by MAL Rewrite]"
30,31,8.8,Mob Psycho 100 II,TV,"['Action', 'Comedy', 'Supernatural']",13,"['Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Shogakukan']",https://www.youtube.com/embed/Pr43Sayk37s?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1918/96303.jpg,"Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens.

While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before.

[Written by MAL Rewrite]"
31,32,8.79,Kizumonogatari Part 3: Cold-Blooded,Movie,"['Action', 'Mystery', 'Supernatural']",1,"['Aniplex', 'Kodansha']",https://www.youtube.com/embed/4nTLr6Uf9Ug?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1084/112813.jpg,"After helping revive the legendary vampire Kiss-shot Acerola-orion Heart-under-blade, Koyomi Araragi has become a vampire himself and her servant. Kiss-shot is certain she can turn him back into a human, but only once regaining her full power. 

Araragi has hunted down the three vampire hunters that defeated Kiss-shot and retrieved her limbs to return her to full strength. However, now that Araragi has almost accomplished what he’s been fighting for this whole time, he has to consider if this is what he really wants. Once he revives this powerful immortal vampire, there is no telling what she might do, and there would be no way of stopping her.

But there is more to the story that Araragi doesn’t understand. If a newborn vampire like him could defeat the hunters, how did they overpower Kiss-shot? Can he trust her to turn him back to a human? And how is that even possible in the first place?

Araragi is at his limit but he must come to a decision, and it may not be possible to resolve this situation without doing something he’ll regret…

[Written by MAL Rewrite]"
32,33,8.79,Haikyu!! 3rd Season,TV,"['Action', 'Mystery', 'Supernatural']",10,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",,https://cdn.myanimelist.net/images/anime/7/81992.jpg,"After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces.

Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!.

[Written by MAL Rewrite] "
33,34,8.78,Spirited Away,Movie,"['Adventure', 'Award Winning', 'Supernatural']",1,['Toho'],https://www.youtube.com/embed/ByXuk9QqQkk?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/6/79597.jpg,"Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way.

Vivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home.

[Written by MAL Rewrite]"
34,35,8.78,Attack on Titan: The Final Season Part 2,TV,"['Action', 'Drama']",12,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprise']",https://www.youtube.com/embed/EIVVnLlhzr0?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1948/120625.jpg,"Turning against his former allies and enemies alike, Eren Yeager sets a disastrous plan in motion. Under the guidance of the Beast Titan, Zeke, Eren takes extreme measures to end the ancient conflict between Marley and Eldia—but his true intentions remain a mystery. Delving deep into his family's past, Eren fights to control his own destiny.

Meanwhile, the long-feuding nations of Marley and Eldia utilize both soldiers and Titans in a brutal race to eliminate the other. Reiner Braun uses his own powers in a desperate bid to hold off Eren's own militaristic force, and his fellow Eldians—children Falco Grice and Gabi Braun—struggle to survive in the unfolding chaos.

Elsewhere, Eren's childhood friends Mikasa Ackerman and Armin Arlert remain imprisoned alongside Eren's former Survey Corps companions, all disturbed by Eren's monstrous transformation. Under the blind belief that Eren still secretly harbors good intentions, Mikasa and the others enter the fray in an attempt to save their friend's very soul.

[Written by MAL Rewrite]
"
35,36,8.77,Monogatari Series: Second Season,TV,"['Comedy', 'Mystery', 'Romance', 'Supernatural']",26,"['Aniplex', 'Kodansha', 'Cyclone Graphics']",https://www.youtube.com/embed/YrAdRp69BBY?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1807/121534.jpg,"Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cutesy stalker Nadeko Sengoku; and Hitagi Senjougahara, Koyomi's aloof classmate.

Monogatari Series: Second Season revolves around these individuals and their struggle to overcome the darkness that is rapidly approaching. A new semester has begun and with graduation looming over Koyomi, he must quickly decide the paths he will walk, as well as the relationships and friends that he'll save. But as strange events begin to unfold, Koyomi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she must fend for herself—or bow to the creature's perspective on the feebleness of humanity.

[Written by MAL Rewrite]"
36,37,8.76,Link Click,ONA,"['Drama', 'Supernatural']",11,"['bilibili', 'BeDream']",https://www.youtube.com/embed/9NngogacysA?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1135/114867.jpg,"It is said that a picture is worth a thousand words. In this case, it holds an infinite amount of secrets. These are secrets that only Cheng Xiaoshi and Lu Guang are able to find. In a small shop called ""Time Photo Studio,"" the two friends provide a special service: using their extraordinary powers that let them enter photographs, they jump into pictures brought to them by clients in order to grant their wishes. Through the eyes of the photographer, they live through the events surrounding the picture and try to decipher how to solve their client's request.

But every time they jump into a picture, they take a great risk. One wrong move and they could alter the future of the person who took the picture... and possibly countless other events too. So when the events they are forced to live through in these pictures start to become personal, it will take the utmost strength to push their feelings aside and focus on accomplishing the task they were paid to do.

[Written by MAL Rewrite]"
37,38,8.75,Mob Psycho 100 III,TV,"['Action', 'Comedy', 'Supernatural']",12,"['Shogakukan-Shueisha Productions', 'Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Shogakukan']",https://www.youtube.com/embed/b1miJsAVYJA?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1228/125011.jpg,"After foiling a world-threatening plot, Shigeo ""Mob"" Kageyama returns to tackle the more exhausting aspects of his mundane life—starting with filling out his school's nerve-racking career form. Meanwhile, he continues to assist his mentor Arataka Reigen and the office's new recruit, Katsuya Serizawa, in solving paranormal cases of their clients. While continuing his duties, Mob also works on gaining more independence in his esper and human lives, as well as trying to integrate better with the people around him.

However, new supernatural and ordinary challenges test Mob’s emotional stability and force him to confront the realities around him. As he strives to continue forward on the path to maturity, Mob must resolve his emotional crises and reassess the naivety he has held on for so long.

[Written by MAL Rewrite]"
